machine_id,day,runtime_minutes,utilization_percent,health_score,temperature_c,vibration_mm_s,power_consumption_kw,failure_event
M010,126,695,96.53,89.01,55.1,1.96,5.88,1
M011,126,482,66.94,88.73,67.6,2.88,17.31,0
M012,126,576,80.0,90.47,59.8,2.68,5.57,0
M013,126,640,88.89,89.52,58.4,1.8,31.9,0
M014,126,444,61.67,82.6,66.0,1.84,5.02,0
M015,126,580,80.56,91.58,56.1,2.75,4.55,0
M016,126,485,67.36,83.04,49.2,1.47,21.69,0
M017,126,507,70.42,90.95,50.6,2.23,16.21,0
M018,126,531,73.75,91.22,48.4,1.72,4.0,0
M001,127,485,67.36,85.96,55.2,1.24,15.62,0
M002,127,689,95.69,94.16,51.2,1.41,15.49,0
M003,127,597,82.92,84.59,63.1,1.66,4.12,0
M004,127,447,62.08,91.95,56.9,2.6,12.5,0
M005,127,523,72.64,82.37,61.2,1.29,12.56,0
M006,127,543,75.42,95.0,62.5,2.49,4.34,0
M007,127,623,86.53,85.4,55.3,2.13,18.49,0
M008,127,469,65.14,85.57,63.8,1.76,10.55,0
M009,127,485,67.36,91.15,68.0,2.53,5.56,0
M010,127,550,76.39,93.42,53.6,1.29,6.87,0
M011,127,589,81.81,87.04,56.3,2.4,19.94,0
M012,127,442,61.39,83.81,68.5,1.95,4.11,0
M013,127,605,84.03,85.89,55.0,1.25,25.25,0
M014,127,515,71.53,95.89,63.8,2.5,6.47,0
M015,127,561,77.92,93.6,53.6,1.42,5.33,0
M016,127,708,98.33,92.36,66.3,1.15,25.43,0
M017,127,657,91.25,91.45,62.5,2.49,14.41,0
M018,127,679,94.31,91.3,56.7,2.44,5.52,0
M001,128,610,84.72,87.53,61.3,2.42,20.71,0
M002,128,637,88.47,90.29,58.1,1.78,14.13,0
M003,128,578,80.28,93.04,56.5,1.45,3.99,0
M004,128,613,85.14,85.77,65.7,2.29,15.98,0
M005,128,571,79.31,90.34,58.5,1.73,14.19,0
M006,128,683,94.86,85.91,60.4,2.47,5.08,0
M007,128,716,99.44,86.37,64.2,1.53,18.5,0
M008,128,649,90.14,92.73,53.7,2.01,7.79,1
M009,128,501,69.58,83.48,56.4,1.93,4.83,0
M010,128,521,72.36,89.63,53.9,1.9,7.42,0
M011,128,449,62.36,83.67,63.5,1.03,20.17,0
M012,128,428,59.44,91.17,68.6,1.91,4.87,0
M013,128,609,84.58,82.54,55.2,2.58,25.86,0
M014,128,655,90.97,91.2,51.0,2.46,6.33,0
M015,128,528,73.33,89.68,60.6,2.27,5.6,0
M016,128,499,69.31,86.93,56.3,2.57,22.53,0
M017,128,422,58.61,90.3,62.1,1.74,18.92,0
M018,128,428,59.44,89.61,58.7,1.77,5.26,0
M001,129,709,98.47,92.81,57.7,2.64,14.42,0
M002,129,575,79.86,89.33,59.9,2.83,20.6,0
M003,129,558,77.5,89.5,64.8,2.03,5.65,0
M004,129,473,65.69,85.25,62.2,2.71,11.1,0
M005,129,682,94.72,87.4,65.9,2.26,14.02,0
M006,129,506,70.28,87.1,48.6,2.36,5.56,0
M007,129,604,83.89,82.03,64.1,2.03,14.1,0
M008,129,707,98.19,94.93,60.9,2.5,7.71,0
M009,129,517,71.81,86.33,68.9,1.11,4.64,0
M010,129,546,75.83,89.53,61.2,2.11,7.41,0
M011,129,617,85.69,85.41,60.8,1.44,15.87,0
M012,129,457,63.47,94.35,64.6,2.56,4.21,1
M013,129,703,97.64,86.41,63.3,1.16,30.77,1
M014,129,477,66.25,85.71,55.6,1.59,6.08,0
M015,129,624,86.67,92.16,64.5,1.47,4.94,0
M016,129,460,63.89,94.04,55.6,2.13,27.86,0
M017,129,691,95.97,83.59,63.0,2.4,20.23,0
M018,129,672,93.33,85.9,52.2,1.82,4.76,1
M001,130,667,92.64,82.56,51.6,2.84,18.26,0
M002,130,686,95.28,81.54,62.8,2.37,14.08,0
M003,130,505,70.14,83.55,63.1,1.22,3.97,0
M004,130,699,97.08,84.8,56.8,2.11,11.73,0
M005,130,503,69.86,85.64,62.3,1.96,14.01,0
M006,130,505,70.14,92.83,51.1,1.53,3.83,0
M007,130,659,91.53,90.72,59.8,1.59,12.67,0
M008,130,623,86.53,91.55,48.1,1.7,9.78,0
M009,130,667,92.64,88.71,53.0,1.88,3.63,0
M010,130,459,63.75,90.64,49.3,1.53,5.7,0
M011,130,676,93.89,86.33,52.8,1.87,19.41,0
M012,130,671,93.19,85.67,50.0,2.0,4.17,0
M013,130,440,61.11,86.71,49.9,1.92,26.29,0
M014,130,646,89.72,84.72,53.3,2.12,7.34,0
M015,130,604,83.89,83.13,52.8,1.15,5.38,0
M016,130,457,63.47,92.34,49.5,1.56,18.69,0
M017,130,559,77.64,92.54,50.1,1.09,17.36,0
M018,130,645,89.58,87.49,59.9,2.43,5.48,0
M001,131,550,76.39,92.32,62.8,1.85,13.82,0
M002,131,686,95.28,86.19,67.4,1.87,20.2,0
M003,131,675,93.75,92.15,60.5,2.23,4.16,0
M004,131,434,60.28,86.02,57.3,1.2,16.67,0
M005,131,658,91.39,93.3,59.4,2.67,14.17,0
M006,131,576,80.0,86.34,54.4,2.04,3.91,0
M007,131,600,83.33,89.35,61.0,1.37,13.65,0
M008,131,675,93.75,85.07,67.1,1.63,10.24,0
M009,131,428,59.44,83.05,54.7,1.59,5.0,0
M010,131,690,95.83,86.87,61.9,1.87,6.36,0
M011,131,621,86.25,92.39,61.2,2.38,20.79,0
M012,131,499,69.31,88.9,53.4,2.46,3.61,0
M013,131,500,69.44,85.3,63.1,1.7,33.68,0
M014,131,611,84.86,88.67,55.7,2.92,5.39,1
M015,131,690,95.83,90.47,49.1,1.5,4.36,0
M016,131,480,66.67,89.46,69.9,2.39,18.88,0
M017,131,593,82.36,85.57,58.1,1.77,19.09,0
M018,131,703,97.64,89.69,57.5,2.71,5.49,1
M001,132,476,66.11,82.51,64.6,1.68,18.29,0
M002,132,720,100.0,89.49,63.4,1.73,18.22,0
M003,132,690,95.83,93.18,59.3,2.46,3.73,0
M004,132,481,66.81,83.72,52.9,2.45,16.37,0
M005,132,540,75.0,81.49,56.6,2.49,14.24,0
M006,132,677,94.03,85.03,54.5,3.0,4.94,0
M007,132,616,85.56,94.11,65.2,2.74,16.42,0
M008,132,635,88.19,90.65,66.6,1.09,8.94,0
M009,132,578,80.28,87.96,53.7,1.8,4.86,0
M010,132,438,60.83,89.31,57.7,1.63,4.83,0
M011,132,504,70.0,88.01,53.3,2.36,21.66,0
M012,132,666,92.5,82.89,72.0,2.11,5.62,0
M013,132,477,66.25,95.03,65.6,1.52,28.13,0
M014,132,656,91.11,88.6,64.6,2.42,7.25,0
M015,132,451,62.64,90.99,52.0,1.51,4.6,0
M016,132,506,70.28,84.16,70.0,2.25,19.78,0
M017,132,584,81.11,90.17,56.2,2.11,16.56,0
M018,132,670,93.06,90.19,56.7,1.33,4.81,0
M001,133,693,96.25,93.51,56.9,1.54,13.51,0
M002,133,559,77.64,90.77,64.6,1.97,13.63,0
M003,133,642,89.17,89.42,63.3,2.27,5.62,0
M004,133,427,59.31,92.65,67.4,1.95,16.51,0
M005,133,461,64.03,93.47,58.7,1.27,10.99,0
M006,133,566,78.61,92.85,56.0,2.24,3.73,0
M007,133,539,74.86,86.99,62.6,2.02,15.17,0
M008,133,589,81.81,83.55,70.1,2.9,8.56,0
M009,133,668,92.78,93.61,59.6,2.69,3.92,1
M010,133,507,70.42,91.36,60.1,2.62,7.17,0
M011,133,671,93.19,90.57,62.5,2.79,16.53,0
M012,133,639,88.75,87.98,57.3,2.33,5.6,0
M013,133,447,62.08,83.06,47.6,2.11,31.84,0
M014,133,595,82.64,91.0,60.1,1.2,7.29,0
M015,133,698,96.94,85.74,66.6,1.95,4.12,0
M016,133,565,78.47,88.31,47.6,2.52,21.72,0
M017,133,545,75.69,83.46,59.9,1.44,16.66,0
M018,133,615,85.42,90.65,54.3,2.31,4.2,0
M001,134,453,62.92,86.81,57.9,2.08,18.88,0
M002,134,451,62.64,88.97,55.5,1.73,19.39,0
M003,134,512,71.11,89.73,59.7,2.27,3.7,0
M004,134,454,63.06,84.35,63.9,2.08,16.72,0
M005,134,652,90.56,85.87,55.2,2.35,10.74,0
M006,134,526,73.06,83.57,65.6,1.33,4.35,0
M007,134,476,66.11,86.03,54.4,1.61,17.76,0
M008,134,489,67.92,86.08,55.2,2.53,11.33,0
M009,134,686,95.28,85.24,54.5,0.97,3.89,0
M010,134,427,59.31,88.06,54.4,1.57,5.66,0
M011,134,643,89.31,82.68,58.7,2.52,21.43,0
M012,134,489,67.92,86.18,51.6,2.52,3.71,0
M013,134,664,92.22,93.64,66.5,1.97,29.06,0
M014,134,652,90.56,89.65,58.3,1.58,6.37,0
M015,134,573,79.58,92.62,57.1,1.57,5.17,0
M016,134,561,77.92,84.92,54.4,2.07,21.38,0
M017,134,719,99.86,83.99,70.4,2.4,19.97,0
M018,134,612,85.0,88.9,65.7,1.99,4.59,0
M001,135,597,82.92,92.9,70.3,2.18,17.94,0
M002,135,636,88.33,87.06,67.4,2.98,18.57,1
M003,135,578,80.28,90.32,61.1,2.2,5.07,0
M004,135,547,75.97,85.77,60.5,1.85,15.85,0
M005,135,617,85.69,93.23,57.8,1.51,12.77,0
M006,135,523,72.64,91.23,67.0,2.37,3.79,0
M007,135,446,61.94,85.77,58.5,2.05,12.77,0
M008,135,632,87.78,92.13,60.4,1.96,7.38,0
M009,135,542,75.28,87.5,55.0,1.39,4.47,0
M010,135,456,63.33,84.85,55.2,1.65,7.41,0
M011,135,611,84.86,87.59,54.2,1.81,22.91,0
M012,135,579,80.42,87.81,61.2,2.61,4.8,0
M013,135,629,87.36,92.8,56.9,1.69,24.71,0
M014,135,619,85.97,87.63,67.7,1.79,5.98,0
M015,135,422,58.61,94.8,61.3,1.78,4.62,0
M016,135,475,65.97,92.92,58.0,2.77,24.84,0
M017,135,605,84.03,91.38,51.1,1.8,16.38,0
M018,135,660,91.67,84.04,61.1,1.9,5.21,0
M001,136,453,62.92,83.71,53.0,1.72,14.43,0
M002,136,531,73.75,91.92,57.4,2.23,16.13,0
M003,136,586,81.39,83.18,52.0,2.7,5.05,0
M004,136,544,75.56,91.79,67.8,2.23,14.47,0
M005,136,631,87.64,92.69,64.1,1.86,9.34,0
M006,136,503,69.86,90.2,64.4,2.08,4.42,0
M007,136,537,74.58,86.11,61.1,2.17,13.11,0
M008,136,587,81.53,90.16,64.4,1.09,10.21,0
M009,136,562,78.06,95.75,58.1,1.52,5.0,0
M010,136,522,72.5,85.61,60.2,2.08,5.96,0
M011,136,718,99.72,91.75,54.2,2.68,19.39,0
M012,136,653,90.69,93.14,55.3,2.44,4.91,0
M013,136,456,63.33,89.81,54.8,2.71,26.37,1
M014,136,457,63.47,87.39,52.8,1.97,5.92,0
M015,136,600,83.33,86.11,51.0,1.84,5.59,0
M016,136,475,65.97,91.32,63.3,2.41,27.34,0
M017,136,708,98.33,84.55,65.0,1.97,15.17,0
M018,136,654,90.83,86.69,62.8,1.81,4.74,0
M001,137,595,82.64,91.8,53.3,2.67,19.75,0
M002,137,597,82.92,89.57,55.5,1.75,20.69,0
M003,137,606,84.17,92.14,47.9,2.29,5.24,0
M004,137,655,90.97,83.61,51.7,1.97,14.15,0
M005,137,644,89.44,83.48,55.4,1.66,10.13,0
M006,137,471,65.42,94.66,60.9,2.45,4.5,0
M007,137,503,69.86,94.49,53.3,1.78,18.27,0
M008,137,667,92.64,82.12,58.0,2.3,8.57,0
M009,137,519,72.08,89.27,64.5,1.18,4.11,0
M010,137,422,58.61,88.15,68.9,2.21,6.19,0
M011,137,445,61.81,90.97,49.1,2.06,16.86,0
M012,137,510,70.83,85.67,60.0,1.32,3.7,0
M013,137,587,81.53,89.29,59.9,2.75,32.52,0
M014,137,426,59.17,85.13,64.9,1.77,5.39,0
M015,137,583,80.97,85.84,56.2,2.17,4.11,0
M016,137,713,99.03,84.96,53.7,2.73,24.03,0
M017,137,714,99.17,88.85,68.3,1.31,14.17,0
M018,137,549,76.25,89.0,54.4,1.47,4.98,0
M001,138,600,83.33,87.69,61.9,1.18,19.56,0
M002,138,649,90.14,88.46,56.4,2.35,15.1,0
M003,138,649,90.14,87.97,69.3,1.82,3.95,0
M004,138,715,99.31,91.23,67.9,2.83,10.91,1
M005,138,660,91.67,88.6,60.1,1.87,9.52,0
M006,138,542,75.28,83.32,69.6,2.37,5.08,0
M007,138,615,85.42,86.88,69.2,1.02,15.86,0
M008,138,534,74.17,93.57,50.8,2.47,9.09,0
M009,138,672,93.33,85.14,63.7,2.63,3.88,1
M010,138,536,74.44,84.92,56.1,3.1,4.89,0
M011,138,515,71.53,83.8,59.1,1.22,15.97,0
M012,138,506,70.28,85.2,58.2,1.99,4.58,0
M013,138,627,87.08,84.26,58.6,1.8,28.33,0
M014,138,602,83.61,91.78,58.0,2.73,7.11,0
M015,138,585,81.25,84.61,70.8,2.6,5.31,0
M016,138,473,65.69,92.89,58.0,1.68,20.44,0
M017,138,458,63.61,86.55,50.0,2.36,18.29,0
M018,138,692,96.11,82.32,72.3,1.81,4.07,0
M001,139,450,62.5,84.69,55.9,1.99,18.95,0
M002,139,612,85.0,86.08,51.9,1.66,20.68,0
M003,139,562,78.06,91.35,66.7,1.65,4.59,0
M004,139,488,67.78,86.93,69.2,1.46,17.07,0
M005,139,494,68.61,88.33,55.7,2.47,13.88,0
M006,139,613,85.14,89.22,62.5,2.35,5.47,0
M007,139,660,91.67,82.1,61.2,2.23,17.26,0
M008,139,631,87.64,88.14,63.8,2.9,10.24,0
M009,139,466,64.72,90.19,54.7,1.97,5.06,0
M010,139,620,86.11,85.89,52.0,2.45,5.57,0
M011,139,452,62.78,91.43,70.6,2.11,15.75,0
M012,139,446,61.94,93.16,68.5,1.4,4.51,0
M013,139,575,79.86,94.49,68.2,2.78,29.04,0
M014,139,677,94.03,89.38,67.6,1.27,4.97,0
M015,139,696,96.67,86.99,53.9,2.26,3.71,0
M016,139,695,96.53,86.78,59.1,1.46,26.31,0
M017,139,622,86.39,86.09,56.4,1.39,19.76,0
M018,139,441,61.25,85.37,57.3,2.21,5.58,0
M001,140,627,87.08,88.13,67.9,2.31,17.6,0
M002,140,641,89.03,92.71,68.5,2.71,14.96,0
M003,140,470,65.28,88.12,62.9,1.59,4.18,0
M004,140,576,80.0,82.27,65.3,1.94,16.79,0
M005,140,714,99.17,85.29,55.9,1.06,9.19,0
M006,140,632,87.78,89.75,54.7,2.18,4.48,0
M007,140,473,65.69,86.98,60.3,1.82,17.76,0
M008,140,488,67.78,93.57,63.0,2.62,8.41,0
M009,140,533,74.03,93.58,70.4,1.32,4.17,0
M010,140,688,95.56,89.63,47.7,2.67,4.99,0
M011,140,657,91.25,90.41,60.3,1.58,18.03,0
M012,140,435,60.42,92.18,53.0,1.5,4.02,0
M013,140,461,64.03,85.09,64.2,1.57,36.87,0
M014,140,504,70.0,84.66,65.9,1.17,6.68,0
M015,140,602,83.61,92.75,61.4,2.35,5.37,0
M016,140,700,97.22,80.5,56.5,1.65,26.94,0
M017,140,664,92.22,88.49,60.4,1.74,17.83,0
M018,140,546,75.83,90.77,65.2,1.19,4.86,0
M001,141,542,75.28,88.74,71.4,1.35,20.66,0
M002,141,666,92.5,90.33,57.8,1.71,17.53,0
M003,141,688,95.56,84.08,52.7,1.3,4.77,0
M004,141,485,67.36,91.19,71.4,1.38,12.52,0
M005,141,673,93.47,90.63,64.1,1.22,11.45,0
M006,141,450,62.5,89.43,64.5,1.72,5.05,0
M007,141,668,92.78,91.29,54.6,1.1,16.76,0
M008,141,561,77.92,92.52,65.2,2.17,10.48,0
M009,141,627,87.08,89.03,66.6,1.44,5.39,0
M010,141,554,76.94,86.02,59.6,1.07,6.2,0
M011,141,487,67.64,90.46,56.9,1.98,21.77,0
M012,141,429,59.58,83.6,56.6,2.32,5.53,0
M013,141,568,78.89,90.99,58.1,1.85,31.33,0
M014,141,496,68.89,84.79,62.5,1.3,5.24,0
M015,141,683,94.86,84.6,64.5,1.74,4.86,0
M016,141,623,86.53,82.34,62.6,2.45,22.91,0
M017,141,435,60.42,84.76,64.3,2.46,15.73,0
M018,141,523,72.64,89.27,68.4,2.15,3.68,0
M001,142,654,90.83,87.95,68.7,2.1,16.89,0
M002,142,617,85.69,81.58,54.2,2.51,14.78,0
M003,142,697,96.81,91.43,64.4,1.1,5.3,0
M004,142,674,93.61,94.05,54.4,2.03,15.29,0
M005,142,473,65.69,92.42,56.5,2.42,12.77,0
M006,142,715,99.31,89.55,57.2,1.78,3.75,1
M007,142,695,96.53,92.28,62.0,2.31,18.59,0
M008,142,664,92.22,89.96,67.6,1.84,7.69,0
M009,142,707,98.19,87.79,54.1,2.41,5.01,1
M010,142,627,87.08,82.7,64.2,1.65,5.74,0
M011,142,658,91.39,92.45,66.3,2.21,19.63,0
M012,142,626,86.94,95.47,61.1,2.44,4.75,0
M013,142,468,65.0,86.44,57.6,1.56,29.17,0
M014,142,542,75.28,88.76,66.6,1.35,6.95,0
M015,142,501,69.58,88.87,63.0,1.77,5.17,0
M016,142,652,90.56,91.58,62.1,1.78,24.29,0
M017,142,611,84.86,82.17,53.6,2.62,18.06,0
M018,142,561,77.92,85.4,68.3,2.34,5.57,0
M001,143,544,75.56,93.09,62.2,1.06,17.72,0
M002,143,601,83.47,89.21,57.7,2.63,15.69,0
M003,143,421,58.47,92.81,47.8,1.52,5.54,0
M004,143,450,62.5,84.81,58.2,2.53,13.02,0
M005,143,420,58.33,85.02,65.7,2.65,9.54,0
M006,143,586,81.39,80.86,61.9,2.14,5.11,0
M007,143,570,79.17,84.61,57.8,1.84,18.53,0
M008,143,644,89.44,81.78,61.4,2.17,8.17,0
M009,143,681,94.58,86.29,60.8,2.27,4.41,0
M010,143,682,94.72,83.53,52.0,2.25,5.1,0
M011,143,599,83.19,81.4,56.8,1.52,22.62,0
M012,143,467,64.86,93.65,66.1,2.04,4.52,0
M013,143,585,81.25,88.0,56.7,1.79,33.13,0
M014,143,630,87.5,94.32,69.2,1.99,6.02,0
M015,143,701,97.36,90.47,66.5,2.37,4.3,0
M016,143,479,66.53,83.68,70.0,2.02,22.04,0
M017,143,610,84.72,85.81,69.1,1.46,16.01,0
M018,143,606,84.17,94.73,58.2,2.27,5.28,0
M001,144,484,67.22,91.71,68.7,2.37,17.74,0
M002,144,582,80.83,88.19,55.8,2.36,18.19,0
M003,144,597,82.92,85.12,67.4,2.86,5.6,1
M004,144,719,99.86,82.9,54.9,1.56,13.66,0
M005,144,548,76.11,92.14,62.8,2.4,12.61,0
M006,144,557,77.36,89.01,59.7,1.63,5.29,0
M007,144,591,82.08,83.73,58.1,1.68,15.15,0
M008,144,681,94.58,81.2,53.0,1.53,9.06,0
M009,144,694,96.39,84.17,61.8,2.46,5.21,0
M010,144,703,97.64,87.83,70.0,2.54,7.3,0
M011,144,669,92.92,90.29,66.2,0.94,19.74,0
M012,144,426,59.17,85.37,49.5,2.34,4.05,0
M013,144,432,60.0,88.43,61.7,2.19,29.27,0
M014,144,533,74.03,85.56,67.1,2.5,4.91,0
M015,144,474,65.83,88.67,61.1,1.66,5.47,0
M016,144,458,63.61,82.09,58.8,1.7,20.71,0
M017,144,496,68.89,89.18,56.0,1.86,13.6,0
M018,144,556,77.22,87.79,69.9,2.24,4.86,0
M001,145,619,85.97,82.11,63.2,1.12,16.53,0
M002,145,601,83.47,85.97,59.8,1.45,20.28,0
M003,145,528,73.33,80.4,59.3,2.53,4.8,0
M004,145,568,78.89,90.07,54.8,1.87,16.67,0
M005,145,517,71.81,92.94,57.4,1.29,10.42,0
M006,145,702,97.5,93.08,50.4,1.21,5.42,0
M007,145,605,84.03,88.68,49.4,1.92,15.53,0
M008,145,579,80.42,94.38,65.2,1.46,7.79,0
M009,145,683,94.86,87.96,53.4,2.33,4.4,0
M010,145,520,72.22,83.61,69.0,2.46,5.26,0
M011,145,695,96.53,83.57,55.7,1.78,20.36,0
M012,145,596,82.78,92.41,68.4,2.07,3.94,0
M013,145,488,67.78,94.57,60.7,2.56,25.82,0
M014,145,429,59.58,84.45,61.3,2.23,6.67,0
M015,145,564,78.33,89.52,71.0,1.15,3.86,0
M016,145,638,88.61,91.37,58.7,2.59,25.82,0
M017,145,489,67.92,89.69,48.2,1.63,14.97,0
M018,145,659,91.53,93.3,61.1,1.02,4.6,0
M001,146,597,82.92,90.98,52.1,3.05,17.75,0
M002,146,486,67.5,85.66,57.3,2.59,16.71,0
M003,146,593,82.36,80.55,65.8,2.3,3.81,0
M004,146,689,95.69,83.42,61.6,1.57,13.3,0
M005,146,670,93.06,88.34,52.4,2.05,12.5,0
M006,146,720,100.0,92.11,58.3,2.55,3.72,0
M007,146,545,75.69,91.45,60.8,1.51,18.81,0
M008,146,628,87.22,83.68,60.8,2.42,10.33,0
M009,146,651,90.42,86.77,60.3,2.32,5.11,0
M010,146,460,63.89,90.23,64.8,2.01,7.0,0
M011,146,453,62.92,83.37,68.3,2.12,20.52,0
M012,146,563,78.19,87.49,63.9,1.84,5.24,0
M013,146,600,83.33,83.4,64.5,3.01,33.91,0
M014,146,498,69.17,89.9,60.1,1.43,4.88,0
M015,146,511,70.97,88.39,51.2,1.55,4.63,0
M016,146,475,65.97,84.79,64.0,2.01,24.64,0
M017,146,427,59.31,92.06,58.8,2.47,20.13,0
M018,146,509,70.69,86.89,65.4,2.59,4.43,0
M001,147,485,67.36,87.64,67.7,1.24,14.16,0
M002,147,589,81.81,82.33,63.8,2.36,14.99,0
M003,147,611,84.86,88.92,70.5,1.81,3.87,0
M004,147,591,82.08,88.3,52.0,1.58,14.52,0
M005,147,551,76.53,80.38,65.5,1.82,9.16,0
M006,147,463,64.31,90.33,55.0,2.18,5.46,0
M007,147,674,93.61,92.62,66.0,1.88,12.84,0
M008,147,568,78.89,91.45,58.7,2.09,7.41,0
M009,147,520,72.22,84.25,52.4,2.53,4.72,0
M010,147,614,85.28,88.62,67.3,1.79,6.65,0
M011,147,534,74.17,90.52,68.8,1.91,20.94,0
M012,147,513,71.25,91.83,63.7,2.34,5.01,0
M013,147,713,99.03,84.96,62.7,2.5,32.12,0
M014,147,718,99.72,85.24,68.3,2.44,4.85,0
M015,147,522,72.5,85.63,54.7,1.96,4.14,0
M016,147,656,91.11,89.69,50.2,2.8,27.55,1
M017,147,524,72.78,91.17,69.2,2.8,16.87,0
M018,147,546,75.83,89.66,70.0,1.96,4.85,0
M001,148,698,96.94,86.83,57.1,2.2,18.7,1
M002,148,465,64.58,92.22,68.8,2.55,15.71,0
M003,148,513,71.25,90.89,60.0,1.52,5.06,0
M004,148,485,67.36,86.28,47.9,1.81,13.54,0
M005,148,694,96.39,86.16,68.7,2.21,11.76,0
M006,148,611,84.86,82.58,61.1,2.71,5.51,0
M007,148,500,69.44,83.09,61.8,1.54,16.68,0
M008,148,643,89.31,83.09,67.5,1.27,9.76,0
M009,148,540,75.0,87.98,59.6,2.59,5.48,0
M010,148,629,87.36,83.47,67.5,2.09,5.95,0
M011,148,584,81.11,81.8,68.6,2.4,16.08,0
M012,148,600,83.33,92.5,59.4,2.52,4.25,0
M013,148,599,83.19,89.37,50.9,1.49,25.52,0
M014,148,704,97.78,90.53,68.1,2.04,6.02,0
M015,148,648,90.0,86.85,53.6,2.07,4.93,0
M016,148,589,81.81,86.35,56.5,1.74,28.23,0
M017,148,665,92.36,86.92,67.2,1.91,14.51,0
M018,148,458,63.61,87.67,68.2,1.78,4.21,0
M001,149,585,81.25,94.77,61.5,1.62,14.21,0
M002,149,664,92.22,91.1,59.0,2.05,16.95,0
M003,149,629,87.36,86.09,62.9,2.81,3.8,0
M004,149,668,92.78,94.35,59.5,1.72,13.01,0
M005,149,573,79.58,87.38,67.6,2.69,10.28,0
M006,149,694,96.39,86.23,66.1,2.91,4.51,0
M007,149,583,80.97,84.38,56.2,2.03,12.56,0
M008,149,560,77.78,88.22,69.1,2.19,7.54,0
M009,149,708,98.33,91.6,66.3,1.98,4.06,0
M010,149,440,61.11,91.63,55.9,1.54,5.12,0
M011,149,584,81.11,89.4,60.4,1.88,23.1,0
M012,149,484,67.22,90.57,52.4,2.46,5.57,0
M013,149,628,87.22,87.44,65.6,2.33,30.61,0
M014,149,719,99.86,92.01,62.2,2.2,5.14,0
M015,149,420,58.33,87.77,61.0,2.28,4.76,0
M016,149,663,92.08,93.28,62.1,2.46,20.3,0
M017,149,683,94.86,88.46,63.0,2.48,20.87,0
M018,149,586,81.39,90.18,62.8,2.71,5.69,0
M001,150,647,89.86,89.5,73.4,1.69,19.16,0
M002,150,461,64.03,82.72,68.9,1.41,14.34,0
M003,150,596,82.78,86.73,51.1,1.66,4.65,0
M004,150,646,89.72,85.35,69.1,2.96,12.55,0
M005,150,703,97.64,81.37,56.5,2.79,11.66,0
M006,150,423,58.75,86.65,65.7,2.62,5.16,0
M007,150,664,92.22,83.7,50.9,3.0,16.89,1
M008,150,462,64.17,89.28,56.1,1.87,9.45,0
M009,150,700,97.22,85.16,63.3,1.8,5.57,0
M010,150,711,98.75,91.62,70.3,1.4,5.67,0
M011,150,472,65.56,89.97,64.2,2.79,19.63,0
M012,150,437,60.69,87.91,69.7,2.4,5.2,0
M013,150,636,88.33,88.6,61.9,1.78,30.65,0
M014,150,599,83.19,88.7,64.9,2.09,7.07,0
M015,150,646,89.72,86.76,50.1,1.43,5.33,0
M016,150,677,94.03,90.61,56.7,1.97,20.22,0
M017,150,569,79.03,89.16,49.5,1.85,14.08,0
M018,150,463,64.31,84.89,54.8,2.8,4.45,0
M001,151,480,66.67,86.02,57.1,1.4,16.56,0
M002,151,565,78.47,83.51,54.0,2.18,15.6,0
M003,151,437,60.69,92.38,53.7,1.69,4.8,0
M004,151,616,85.56,84.18,65.2,2.1,16.17,0
M005,151,679,94.31,90.52,52.8,1.84,10.54,0
M006,151,504,70.0,86.42,60.4,2.32,4.06,0
M007,151,571,79.31,90.96,68.8,1.88,17.81,0
M008,151,546,75.83,91.9,58.4,1.01,11.18,0
M009,151,559,77.64,88.07,63.1,2.73,4.64,0
M010,151,581,80.69,85.79,59.8,1.83,6.21,0
M011,151,457,63.47,90.1,71.6,2.63,23.39,0
M012,151,472,65.56,87.05,55.4,2.62,3.98,0
M013,151,447,62.08,84.55,69.6,1.66,27.24,0
M014,151,598,83.06,86.56,57.3,2.08,7.23,0
M015,151,719,99.86,86.12,55.2,2.5,3.68,1
M016,151,708,98.33,88.75,53.2,1.98,25.96,0
M017,151,468,65.0,94.77,66.5,1.66,19.62,0
M018,151,649,90.14,83.58,65.0,1.22,4.5,0
M001,152,596,82.78,89.67,68.1,2.36,15.4,0
M002,152,551,76.53,82.25,70.4,2.54,19.5,0
M003,152,550,76.39,88.79,54.7,1.54,4.0,0
M004,152,620,86.11,91.23,59.5,1.52,15.24,0
M005,152,481,66.81,86.78,66.1,2.24,9.65,0
M006,152,564,78.33,84.61,56.6,1.97,5.11,0
M007,152,526,73.06,85.84,48.6,2.46,16.67,0
M008,152,487,67.64,91.11,56.5,2.8,10.99,0
M009,152,451,62.64,88.92,64.1,3.0,4.59,1
M010,152,516,71.67,86.77,55.1,2.46,5.09,0
M011,152,497,69.03,88.35,58.4,1.41,23.01,0
M012,152,569,79.03,86.38,68.4,2.93,5.37,0
M013,152,695,96.53,92.13,67.7,1.84,28.05,0
M014,152,519,72.08,92.32,64.0,2.19,7.12,0
M015,152,626,86.94,87.86,52.0,2.95,4.08,0
M016,152,644,89.44,90.73,61.4,1.36,25.47,0
M017,152,474,65.83,87.01,69.3,1.68,17.31,0
M018,152,472,65.56,87.89,49.1,2.67,4.44,0
M001,153,425,59.03,84.25,66.1,2.48,17.27,0
M002,153,607,84.31,94.79,62.2,2.14,16.93,0
M003,153,604,83.89,88.67,63.3,1.34,4.39,0
