record_id,production_order_id,machine_id,operator_id,planned_quantity,actual_quantity,rejected_quantity,runtime_minutes,downtime_minutes,machine_health,efficiency_percent
PR001829,PO001829,M013,EMP000086,283,279,4,3971,9,94.08,91.13
PR001830,PO001830,M016,EMP000079,251,247,4,5021,1,98.79,94.29
PR001831,PO001831,M003,EMP000158,369,363,6,6657,15,88.37,84.69
PR001832,PO001832,M004,EMP000165,337,333,4,5064,9,94.71,91.55
PR001833,PO001833,M008,EMP000047,393,385,8,6289,1,98.65,95.48
PR001834,PO001834,M011,EMP000207,455,451,4,5481,21,86.04,85.98
PR001835,PO001835,M013,EMP000066,321,316,5,4498,4,96.58,92.23
PR001836,PO001836,M016,EMP000327,274,269,5,5502,22,88.9,86.63
PR001837,PO001837,M003,EMP000380,439,433,6,7920,18,89.48,86.2
PR001838,PO001838,M006,EMP000401,378,374,4,5694,24,87.73,86.8
PR001839,PO001839,M009,EMP000277,345,340,5,5525,5,96.82,94.54
PR001840,PO001840,M012,EMP000238,413,409,4,4962,6,96.56,95.25
PR001841,PO001841,M015,EMP000287,310,307,3,4353,13,89.25,86.53
PR001842,PO001842,M016,EMP000327,258,253,5,5162,2,98.58,97.98
PR001843,PO001843,M002,EMP000253,410,404,6,7403,23,84.15,81.89
PR001844,PO001844,M004,EMP000004,364,361,3,5464,4,97.97,93.11
PR001845,PO001845,M009,EMP000317,364,359,5,5831,7,95.94,93.39
PR001846,PO001846,M012,EMP000407,450,445,5,5411,11,93.57,92.58
PR001847,PO001847,M014,EMP000024,290,286,4,4076,16,90.93,88.12
PR001848,PO001848,M018,EMP000074,296,290,6,5947,27,82.8,80.1
PR001849,PO001849,M003,EMP000255,407,401,6,7327,1,98.95,98.16
PR001850,PO001850,M006,EMP000031,375,370,5,5638,13,92.79,91.66
PR001851,PO001851,M007,EMP000032,341,335,6,5465,9,94.17,89.39
PR001852,PO001852,M012,EMP000213,476,472,4,5730,18,85.44,80.59
PR001853,PO001853,M015,EMP000269,282,278,4,3966,18,88.63,86.52
PR001854,PO001854,M016,EMP000222,287,283,4,5762,22,87.47,85.97
PR001855,PO001855,M003,EMP000255,404,397,7,7282,10,94.04,93.0
PR001856,PO001856,M005,EMP000040,369,366,3,5544,9,92.1,88.32
PR001857,PO001857,M007,EMP000044,359,351,8,5757,13,90.18,85.32
PR001858,PO001858,M012,EMP000259,432,428,4,5186,2,98.63,97.83
PR001859,PO001859,M013,EMP000015,295,292,3,4141,11,92.05,90.3
PR001860,PO001860,M018,EMP000150,294,288,6,5882,2,98.13,96.12
PR001861,PO001861,M003,EMP000306,419,414,5,7555,13,91.96,90.93
PR001862,PO001862,M006,EMP000119,313,310,3,4714,19,86.68,83.5
PR001863,PO001863,M009,EMP000070,344,339,5,5520,16,90.91,87.92
PR001864,PO001864,M010,EMP000409,425,421,4,5119,19,89.45,86.74
PR001865,PO001865,M015,EMP000161,334,329,5,4705,29,84.61,80.84
PR001866,PO001866,M017,EMP000266,248,242,6,4966,6,96.88,96.68
PR001867,PO001867,M003,EMP000001,390,385,5,7043,23,86.34,84.21
PR001868,PO001868,M005,EMP000285,312,309,3,4691,11,94.07,91.63
PR001869,PO001869,M008,EMP000198,398,389,9,6379,11,90.89,87.23
PR001870,PO001870,M011,EMP000377,478,473,5,5740,4,96.71,92.46
PR001871,PO001871,M014,EMP000319,291,288,3,4083,9,93.93,93.65
PR001872,PO001872,M018,EMP000261,263,257,6,5269,9,95.09,91.43
PR001873,PO001873,M002,EMP000345,381,376,5,6868,10,92.88,89.55
PR001874,PO001874,M005,EMP000087,335,331,4,5039,14,88.06,84.49
PR001875,PO001875,M009,EMP000347,418,411,7,6699,11,91.96,89.79
PR001876,PO001876,M011,EMP000238,446,442,4,5353,1,98.95,96.51
PR001877,PO001877,M015,EMP000151,314,310,4,4410,14,91.62,87.27
PR001878,PO001878,M017,EMP000344,268,262,6,5382,22,82.72,78.53
PR001879,PO001879,M002,EMP000393,422,417,5,7616,20,83.68,78.85
PR001880,PO001880,M004,EMP000396,326,322,4,4904,14,91.86,88.84
PR001881,PO001881,M009,EMP000060,346,340,6,5543,7,94.21,90.97
PR001882,PO001882,M010,EMP000411,468,464,4,5635,19,89.83,89.64
PR001883,PO001883,M014,EMP000107,281,277,4,3941,7,95.69,93.53
PR001884,PO001884,M016,EMP000322,297,292,5,5959,19,85.67,82.52
PR001885,PO001885,M003,EMP000309,440,434,6,7939,19,86.97,86.83
PR001886,PO001886,M006,EMP000248,378,374,4,5674,4,97.15,93.73
PR001887,PO001887,M009,EMP000201,363,357,6,5810,2,98.42,94.5
PR001888,PO001888,M012,EMP000237,433,430,3,5206,10,93.88,90.04
PR001889,PO001889,M015,EMP000355,332,327,5,4664,16,91.49,88.25
PR001890,PO001890,M016,EMP000204,263,258,5,5269,9,94.81,93.95
PR001891,PO001891,M001,EMP000323,435,428,7,7854,24,83.51,80.82
PR001892,PO001892,M005,EMP000301,321,317,4,4817,2,98.42,96.89
PR001893,PO001893,M009,EMP000178,401,393,8,6441,25,83.54,80.43
PR001894,PO001894,M011,EMP000090,446,442,4,5358,6,94.86,90.58
PR001895,PO001895,M013,EMP000148,302,299,3,4247,19,87.73,85.92
PR001896,PO001896,M018,EMP000236,250,246,4,5018,18,84.87,83.92
PR001897,PO001897,M001,EMP000311,417,411,6,7522,16,90.6,89.12
PR001898,PO001898,M004,EMP000375,376,373,3,5665,25,85.02,84.64
PR001899,PO001899,M009,EMP000117,354,347,7,5675,11,94.1,90.78
PR001900,PO001900,M012,EMP000021,461,458,3,5554,22,84.48,82.71
PR001901,PO001901,M013,EMP000269,300,295,5,4221,21,88.55,84.87
PR001902,PO001902,M016,EMP000136,244,240,4,4887,7,95.57,90.72
PR001903,PO001903,M002,EMP000078,389,384,5,7028,26,85.82,84.59
PR001904,PO001904,M006,EMP000116,330,326,4,4951,1,98.88,97.76
PR001905,PO001905,M008,EMP000385,385,377,8,6187,27,85.72,83.52
PR001906,PO001906,M011,EMP000207,405,401,4,4882,22,84.47,79.65
PR001907,PO001907,M015,EMP000024,313,308,5,4397,15,90.22,87.44
PR001908,PO001908,M018,EMP000313,273,268,5,5479,19,85.27,82.68
PR001909,PO001909,M002,EMP000389,393,388,5,7089,15,91.78,89.84
PR001910,PO001910,M006,EMP000304,376,372,4,5646,6,95.55,91.54
PR001911,PO001911,M008,EMP000003,419,411,8,6726,22,88.2,87.03
PR001912,PO001912,M011,EMP000175,475,470,5,5729,29,83.31,81.7
PR001913,PO001913,M013,EMP000296,338,334,4,4743,11,93.94,91.05
PR001914,PO001914,M017,EMP000316,298,292,6,5964,4,97.6,94.06
PR001915,PO001915,M003,EMP000372,411,405,6,7428,30,83.78,82.64
PR001916,PO001916,M005,EMP000215,366,362,4,5502,12,93.94,89.83
PR001917,PO001917,M009,EMP000374,336,330,6,5401,25,86.58,84.28
PR001918,PO001918,M010,EMP000239,456,453,3,5481,9,92.05,87.07
PR001919,PO001919,M013,EMP000146,281,277,4,3951,17,89.62,85.14
PR001920,PO001920,M018,EMP000156,257,251,6,5147,7,94.01,92.24
PR001921,PO001921,M001,EMP000253,383,379,4,6912,18,86.69,82.21
PR001922,PO001922,M005,EMP000302,319,316,3,4797,12,92.16,88.34
PR001923,PO001923,M007,EMP000094,389,381,8,6243,19,88.74,87.19
PR001924,PO001924,M012,EMP000237,414,410,4,4985,17,87.18,83.19
PR001925,PO001925,M015,EMP000241,333,328,5,4682,20,88.92,84.02
PR001926,PO001926,M016,EMP000124,277,271,6,5546,6,96.67,96.41
PR001927,PO001927,M003,EMP000132,412,407,5,7430,14,91.99,91.63
PR001928,PO001928,M004,EMP000370,309,305,4,4649,14,89.03,88.06
PR001929,PO001929,M009,EMP000094,411,405,6,6585,9,95.15,90.97
PR001930,PO001930,M010,EMP000328,480,476,4,5763,3,97.79,96.13
PR001931,PO001931,M013,EMP000028,290,286,4,4079,19,88.86,85.43
PR001932,PO001932,M016,EMP000112,256,252,4,5138,18,88.48,84.24
PR001933,PO001933,M003,EMP000188,411,406,5,7415,17,87.29,85.14
PR001934,PO001934,M006,EMP000332,306,303,3,4613,23,83.54,82.54
PR001935,PO001935,M009,EMP000258,420,414,6,6728,8,93.0,90.74
PR001936,PO001936,M010,EMP000109,427,423,4,5149,25,86.38,86.08
PR001937,PO001937,M015,EMP000028,332,326,6,4656,8,93.61,93.6
PR001938,PO001938,M016,EMP000316,254,248,6,5105,25,82.21,80.68
PR001939,PO001939,M003,EMP000012,378,373,5,6816,12,91.66,91.31
PR001940,PO001940,M004,EMP000397,369,364,5,5546,11,92.82,90.14
PR001941,PO001941,M007,EMP000126,379,373,6,6092,28,83.65,82.88
PR001942,PO001942,M012,EMP000051,475,470,5,5723,23,85.01,80.78
PR001943,PO001943,M013,EMP000088,320,316,4,4497,17,90.62,88.39
PR001944,PO001944,M016,EMP000321,246,242,4,4924,4,97.9,93.93
PR001945,PO001945,M001,EMP000042,426,419,7,7672,4,97.88,97.34
PR001946,PO001946,M006,EMP000153,357,354,3,5365,10,92.03,91.53
PR001947,PO001947,M009,EMP000385,348,342,6,5593,25,84.64,82.95
PR001948,PO001948,M011,EMP000113,478,472,6,5748,12,93.19,89.27
PR001949,PO001949,M013,EMP000086,340,336,4,4768,8,93.37,92.14
PR001950,PO001950,M016,EMP000150,245,241,4,4902,2,98.33,94.36
PR001951,PO001951,M003,EMP000111,376,370,6,6801,33,83.0,80.6
PR001952,PO001952,M006,EMP000165,304,300,4,4572,12,93.21,90.25
PR001953,PO001953,M009,EMP000286,391,384,7,6284,28,83.55,78.99
PR001954,PO001954,M011,EMP000177,447,442,5,5373,9,93.94,90.16
PR001955,PO001955,M015,EMP000412,339,335,4,4763,17,86.8,82.98
PR001956,PO001956,M016,EMP000376,300,294,6,6011,11,92.65,90.76
PR001957,PO001957,M002,EMP000180,404,398,6,7286,14,90.35,87.93
PR001958,PO001958,M006,EMP000039,377,372,5,5672,17,90.46,89.02
PR001959,PO001959,M008,EMP000408,353,348,5,5679,31,82.94,82.0
PR001960,PO001960,M011,EMP000334,498,494,4,5981,5,97.17,94.31
PR001961,PO001961,M013,EMP000146,308,303,5,4327,15,87.33,87.19
PR001962,PO001962,M018,EMP000102,266,260,6,5336,16,88.54,85.85
PR001963,PO001963,M001,EMP000357,360,354,6,6489,9,93.63,91.09
PR001964,PO001964,M006,EMP000045,304,301,3,4576,16,90.65,90.43
PR001965,PO001965,M009,EMP000244,351,345,6,5629,13,89.77,88.66
PR001966,PO001966,M010,EMP000290,448,444,4,5385,9,94.14,91.28
PR001967,PO001967,M013,EMP000146,312,309,3,4393,25,82.77,78.27
PR001968,PO001968,M017,EMP000193,246,240,6,4945,25,86.94,83.64
PR001969,PO001969,M002,EMP000345,443,437,6,7990,16,87.62,85.67
PR001970,PO001970,M005,EMP000006,337,333,4,5058,3,97.6,96.82
PR001971,PO001971,M008,EMP000003,408,400,8,6538,10,92.57,87.96
PR001972,PO001972,M012,EMP000080,435,430,5,5231,11,94.07,92.52
PR001973,PO001973,M014,EMP000378,298,295,3,4185,13,93.11,91.06
PR001974,PO001974,M018,EMP000072,290,285,5,5806,6,96.0,91.79
PR001975,PO001975,M002,EMP000275,382,376,6,6882,6,95.25,95.2
PR001976,PO001976,M006,EMP000256,375,370,5,5656,31,82.71,82.07
PR001977,PO001977,M008,EMP000094,375,367,8,6021,21,83.2,82.41
PR001978,PO001978,M011,EMP000337,499,494,5,6015,27,83.13,82.29
PR001979,PO001979,M014,EMP000024,289,286,3,4049,3,98.24,94.76
PR001980,PO001980,M016,EMP000027,287,281,6,5764,24,86.87,85.56
PR001981,PO001981,M002,EMP000037,449,444,5,8103,21,88.71,87.7
PR001982,PO001982,M004,EMP000260,331,328,3,4969,4,96.39,93.8
PR001983,PO001983,M008,EMP000292,379,373,6,6076,12,90.14,89.95
PR001984,PO001984,M012,EMP000147,489,485,4,5897,29,83.42,83.08
PR001985,PO001985,M015,EMP000141,278,274,4,3912,20,88.31,86.1
PR001986,PO001986,M017,EMP000346,280,274,6,5610,10,93.27,88.4
PR001987,PO001987,M001,EMP000129,378,374,4,6811,7,94.32,94.25
PR001988,PO001988,M006,EMP000106,359,355,4,5389,4,96.61,95.73
PR001989,PO001989,M007,EMP000347,369,361,8,5907,3,97.33,95.43
PR001990,PO001990,M011,EMP000218,410,407,3,4932,12,90.6,87.46
PR001991,PO001991,M013,EMP000121,321,316,5,4501,7,94.26,92.06
PR001992,PO001992,M018,EMP000155,281,275,6,5631,11,92.23,91.42
PR001993,PO001993,M002,EMP000264,436,430,6,7864,16,87.4,87.07
PR001994,PO001994,M004,EMP000397,367,363,4,5536,31,82.3,78.68
PR001995,PO001995,M007,EMP000408,361,356,5,5809,33,82.65,79.23
PR001996,PO001996,M012,EMP000050,436,432,4,5254,22,82.06,80.12
PR001997,PO001997,M013,EMP000095,337,332,5,4724,6,96.57,96.39
PR001998,PO001998,M018,EMP000049,254,249,5,5112,32,82.34,79.96
PR001999,PO001999,M001,EMP000333,446,438,8,8048,20,88.56,86.63
PR002000,PO002000,M005,EMP000396,334,329,5,5032,22,86.04,84.79
PR002001,PO002001,M007,EMP000084,356,350,6,5707,11,92.82,88.33
PR002002,PO002002,M011,EMP000348,499,494,5,5992,4,96.95,95.52
PR002003,PO002003,M014,EMP000229,322,319,3,4510,2,98.37,97.08
PR002004,PO002004,M018,EMP000366,252,248,4,5048,8,94.58,93.08
PR002005,PO002005,M001,EMP000111,450,442,8,8120,20,88.98,84.72
PR002006,PO002006,M004,EMP000196,374,370,4,5636,26,84.13,83.09
PR002007,PO002007,M009,EMP000022,407,398,9,6516,4,97.02,94.76
PR002008,PO002008,M011,EMP000411,444,441,3,5342,14,89.88,86.55
PR002009,PO002009,M013,EMP000110,296,292,4,4156,12,91.01,87.45
PR002010,PO002010,M017,EMP000182,276,271,5,5523,3,98.12,94.2
PR002011,PO002011,M002,EMP000343,382,377,5,6895,19,89.88,85.92
PR002012,PO002012,M006,EMP000335,317,313,4,4774,19,87.22,84.87
PR002013,PO002013,M007,EMP000093,400,392,8,6419,19,89.69,84.91
PR002014,PO002014,M011,EMP000377,414,409,5,4982,14,89.01,87.32
PR002015,PO002015,M014,EMP000134,340,334,6,4773,13,93.21,91.05
PR002016,PO002016,M017,EMP000200,284,279,5,5704,24,82.41,79.57
PR002017,PO002017,M002,EMP000361,432,425,7,7778,2,98.72,94.87
PR002018,PO002018,M004,EMP000165,347,344,3,5220,15,91.78,91.03
PR002019,PO002019,M009,EMP000170,394,387,7,6328,24,86.18,82.37
PR002020,PO002020,M010,EMP000059,461,456,5,5545,13,92.38,89.73
PR002021,PO002021,M014,EMP000210,280,277,3,3942,22,82.6,82.27
PR002022,PO002022,M018,EMP000193,290,286,4,5804,4,97.64,95.98
PR002023,PO002023,M003,EMP000294,449,441,8,8085,3,97.84,94.12
PR002024,PO002024,M005,EMP000232,356,352,4,5355,15,87.23,84.11
PR002025,PO002025,M009,EMP000038,404,398,6,6468,4,97.38,95.69
PR002026,PO002026,M012,EMP000278,433,428,5,5219,23,87.16,86.36
PR002027,PO002027,M014,EMP000011,283,280,3,3981,19,84.78,80.23
PR002028,PO002028,M018,EMP000303,287,282,5,5754,14,91.55,88.05
PR002029,PO002029,M001,EMP000078,430,422,8,7745,5,96.42,95.85
PR002030,PO002030,M005,EMP000087,344,339,5,5163,3,97.46,97.26
PR002031,PO002031,M007,EMP000374,409,401,8,6559,15,90.04,86.2
PR002032,PO002032,M010,EMP000325,495,490,5,5941,1,98.79,96.59
PR002033,PO002033,M013,EMP000247,335,330,5,4702,12,89.6,87.14
PR002034,PO002034,M016,EMP000083,255,250,5,5117,17,87.85,87.42
PR002035,PO002035,M001,EMP000360,393,386,7,7099,25,85.01,81.62
PR002036,PO002036,M004,EMP000152,329,326,3,4966,31,83.89,79.09
PR002037,PO002037,M009,EMP000267,381,373,8,6106,10,92.78,88.82
PR002038,PO002038,M010,EMP000238,415,411,4,5003,23,88.03,85.56
PR002039,PO002039,M015,EMP000015,335,331,4,4705,15,92.04,90.21
PR002040,PO002040,M016,EMP000041,288,284,4,5778,18,90.73,86.21
PR002041,PO002041,M001,EMP000358,421,414,7,7594,16,87.42,84.17
PR002042,PO002042,M006,EMP000414,344,341,3,5187,27,86.47,84.78
PR002043,PO002043,M009,EMP000391,371,365,6,5937,1,98.92,95.62
PR002044,PO002044,M010,EMP000133,497,493,4,5997,33,82.53,77.9
PR002045,PO002045,M014,EMP000367,322,318,4,4519,11,91.75,90.75
PR002046,PO002046,M018,EMP000316,248,244,4,4980,20,88.6,87.25
PR002047,PO002047,M003,EMP000037,414,408,6,7470,18,88.24,83.27
PR002048,PO002048,M006,EMP000335,308,305,3,4627,7,94.02,92.29
PR002049,PO002049,M008,EMP000324,386,379,7,6196,20,85.28,84.86
PR002050,PO002050,M010,EMP000080,458,453,5,5508,12,93.42,88.85
PR002051,PO002051,M015,EMP000125,338,333,5,4735,3,97.23,96.59
PR002052,PO002052,M017,EMP000057,284,278,6,5698,18,86.13,85.81
PR002053,PO002053,M001,EMP000394,446,439,7,8045,17,86.03,85.65
PR002054,PO002054,M005,EMP000282,378,375,3,5678,8,94.52,89.98
PR002055,PO002055,M008,EMP000408,382,375,7,6127,15,91.91,87.06
PR002056,PO002056,M011,EMP000350,423,420,3,5097,21,87.63,84.57
PR002057,PO002057,M014,EMP000176,302,299,3,4258,30,84.36,79.73
PR002058,PO002058,M017,EMP000315,279,273,6,5587,7,94.21,92.05
PR002059,PO002059,M002,EMP000371,383,377,6,6919,25,85.57,83.64
PR002060,PO002060,M005,EMP000285,330,326,4,4977,27,85.27,81.73
PR002061,PO002061,M009,EMP000292,383,376,7,6137,9,94.01,90.35
PR002062,PO002062,M011,EMP000185,435,432,3,5225,5,96.64,94.1
PR002063,PO002063,M013,EMP000015,288,284,4,4034,2,98.56,94.17
PR002064,PO002064,M018,EMP000150,254,250,4,5099,19,85.22,81.41
PR002065,PO002065,M003,EMP000318,394,389,5,7098,6,96.43,95.29
PR002066,PO002066,M006,EMP000223,359,355,4,5390,5,96.21,94.15
PR002067,PO002067,M007,EMP000076,354,349,5,5684,20,85.71,83.99
PR002068,PO002068,M010,EMP000169,460,456,4,5554,34,82.12,78.7
PR002069,PO002069,M013,EMP000199,325,320,5,4569,19,84.74,82.27
PR002070,PO002070,M016,EMP000079,297,291,6,5970,30,83.03,80.88
PR002071,PO002071,M003,EMP000062,428,421,7,7708,4,97.28,92.39
PR002072,PO002072,M005,EMP000301,366,361,5,5512,22,87.41,82.84
PR002073,PO002073,M008,EMP000384,407,399,8,6527,15,92.29,89.44
PR002074,PO002074,M010,EMP000169,450,446,4,5418,18,87.42,83.37
PR002075,PO002075,M015,EMP000110,292,288,4,4108,20,87.1,84.37
PR002076,PO002076,M016,EMP000263,292,287,5,5858,18,85.88,82.43
PR002077,PO002077,M002,EMP000042,440,432,8,7924,4,96.96,92.98
PR002078,PO002078,M005,EMP000192,346,343,3,5211,21,88.86,86.54
PR002079,PO002079,M008,EMP000160,382,374,8,6120,8,94.54,89.79
PR002080,PO002080,M012,EMP000147,432,429,3,5190,6,95.4,91.05
PR002081,PO002081,M013,EMP000405,324,319,5,4554,18,88.22,84.13
PR002082,PO002082,M017,EMP000089,295,291,4,5930,30,84.57,83.49
PR002083,PO002083,M003,EMP000345,385,379,6,6944,14,90.03,89.04
PR002084,PO002084,M006,EMP000301,372,368,4,5608,28,84.69,80.42
PR002085,PO002085,M008,EMP000386,381,375,6,6120,24,85.23,82.73
PR002086,PO002086,M012,EMP000173,465,461,4,5585,5,96.48,93.15
PR002087,PO002087,M015,EMP000139,329,324,5,4637,31,83.8,80.27
PR002088,PO002088,M017,EMP000079,279,274,5,5605,25,84.41,81.94
PR002089,PO002089,M002,EMP000293,440,434,6,7938,18,90.34,87.18
PR002090,PO002090,M004,EMP000004,347,343,4,5226,21,87.28,84.22
PR002091,PO002091,M009,EMP000295,414,406,8,6637,13,91.0,89.13
PR002092,PO002092,M011,EMP000080,409,406,3,4934,26,84.18,81.81
PR002093,PO002093,M013,EMP000415,315,310,5,4426,16,88.29,83.57
PR002094,PO002094,M017,EMP000315,260,254,6,5204,4,97.47,94.3
PR002095,PO002095,M002,EMP000338,450,442,8,8114,14,90.1,88.4
PR002096,PO002096,M006,EMP000091,354,349,5,5321,11,93.87,89.04
PR002097,PO002097,M008,EMP000347,382,375,7,6127,15,91.73,88.19
PR002098,PO002098,M012,EMP000395,466,461,5,5597,5,95.83,93.01
PR002099,PO002099,M014,EMP000151,293,290,3,4126,24,87.33,85.41
PR002100,PO002100,M016,EMP000102,248,242,6,4980,20,87.47,85.16
PR002101,PO002101,M001,EMP000368,444,438,6,7995,3,98.1,97.77
PR002102,PO002102,M006,EMP000401,314,311,3,4736,26,85.28,81.72
PR002103,PO002103,M007,EMP000003,386,381,5,6183,7,95.22,94.1
PR002104,PO002104,M010,EMP000259,408,404,4,4916,20,88.05,85.24
PR002105,PO002105,M015,EMP000241,278,274,4,3894,2,98.26,96.69
PR002106,PO002106,M017,EMP000240,273,267,6,5486,26,85.4,84.46
PR002107,PO002107,M001,EMP000061,393,386,7,7085,11,92.29,91.99
PR002108,PO002108,M004,EMP000019,314,311,3,4724,14,90.9,89.66
PR002109,PO002109,M008,EMP000168,375,369,6,6011,11,93.91,92.42
PR002110,PO002110,M010,EMP000270,494,490,4,5943,15,87.03,83.81
PR002111,PO002111,M014,EMP000110,288,284,4,4053,21,88.27,83.31
PR002112,PO002112,M018,EMP000366,293,288,5,5875,15,88.49,86.27
PR002113,PO002113,M001,EMP000180,364,358,6,6555,3,97.93,96.94
PR002114,PO002114,M005,EMP000105,345,342,3,5196,21,86.84,85.23
PR002115,PO002115,M008,EMP000198,405,399,6,6505,25,82.89,80.5
PR002116,PO002116,M012,EMP000298,456,452,4,5477,5,96.14,96.01
PR002117,PO002117,M015,EMP000048,294,290,4,4132,16,87.51,84.44
PR002118,PO002118,M018,EMP000008,269,265,4,5390,10,92.94,89.16
PR002119,PO002119,M003,EMP000293,441,435,6,7954,16,90.7,87.13
PR002120,PO002120,M005,EMP000119,371,368,3,5567,2,97.76,97.25
PR002121,PO002121,M009,EMP000053,404,397,7,6471,7,94.14,92.34
PR002122,PO002122,M011,EMP000377,461,457,4,5556,24,83.38,83.03
PR002123,PO002123,M013,EMP000138,283,279,4,3987,25,83.06,79.11
PR002124,PO002124,M017,EMP000240,263,259,4,5271,11,91.32,90.28
PR002125,PO002125,M002,EMP000345,379,375,4,6831,9,94.97,93.83
PR002126,PO002126,M004,EMP000340,304,300,4,4567,7,93.62,90.41
PR002127,PO002127,M007,EMP000123,380,372,8,6092,12,90.14,86.35
PR002128,PO002128,M011,EMP000410,468,464,4,5618,2,98.23,96.63
PR002129,PO002129,M015,EMP000314,334,330,4,4686,10,92.78,90.23
PR002130,PO002130,M017,EMP000149,240,236,4,4831,31,82.4,80.33
PR002131,PO002131,M002,EMP000349,436,430,6,7865,17,85.4,84.25
PR002132,PO002132,M004,EMP000249,374,370,4,5625,15,87.94,83.53
PR002133,PO002133,M007,EMP000356,388,383,5,6213,5,96.09,95.33
PR002134,PO002134,M011,EMP000410,450,446,4,5412,12,92.67,91.34
PR002135,PO002135,M013,EMP000095,321,317,4,4515,21,88.6,84.83
PR002136,PO002136,M016,EMP000156,256,251,5,5148,28,85.33,83.37
PR002137,PO002137,M002,EMP000399,440,433,7,7936,16,89.68,84.84
PR002138,PO002138,M006,EMP000154,338,334,4,5076,6,95.09,94.53
PR002139,PO002139,M009,EMP000374,404,396,8,6495,31,83.81,82.78
PR002140,PO002140,M011,EMP000290,424,421,3,5095,7,94.51,91.06
PR002141,PO002141,M013,EMP000141,289,285,4,4057,11,92.09,89.77
PR002142,PO002142,M016,EMP000398,280,275,5,5626,26,85.91,81.69
PR002143,PO002143,M003,EMP000009,417,410,7,7527,21,82.4,78.25
PR002144,PO002144,M006,EMP000153,366,362,4,5518,28,85.51,83.57
PR002145,PO002145,M008,EMP000351,338,332,6,5410,2,98.73,97.9
PR002146,PO002146,M010,EMP000213,468,463,5,5628,12,91.53,86.6
PR002147,PO002147,M013,EMP000390,285,281,4,4013,23,86.22,81.8
PR002148,PO002148,M017,EMP000398,248,242,6,4974,14,92.53,87.8
PR002149,PO002149,M002,EMP000338,361,357,4,6517,19,87.16,84.32
PR002150,PO002150,M004,EMP000354,323,320,3,4868,23,82.91,81.96
PR002151,PO002151,M008,EMP000020,363,358,5,5811,3,96.9,94.81
PR002152,PO002152,M011,EMP000169,439,435,4,5277,9,95.1,93.59
PR002153,PO002153,M014,EMP000381,331,327,4,4638,4,97.81,93.81
PR002154,PO002154,M016,EMP000008,261,257,4,5224,4,97.63,94.22
PR002155,PO002155,M001,EMP000343,367,363,4,6609,3,97.83,97.76
PR002156,PO002156,M005,EMP000414,313,309,4,4721,26,85.99,83.09
PR002157,PO002157,M008,EMP000123,359,352,7,5767,23,86.59,84.19
PR002158,PO002158,M011,EMP000337,448,445,3,5395,19,84.61,81.22
PR002159,PO002159,M013,EMP000210,303,298,5,4259,17,90.46,88.4
PR002160,PO002160,M017,EMP000266,255,249,6,5110,10,91.8,91.48
PR002161,PO002161,M001,EMP000253,385,379,6,6948,18,86.77,84.37
PR002162,PO002162,M006,EMP000256,316,313,3,4764,24,82.42,78.06
PR002163,PO002163,M009,EMP000170,362,354,8,5804,12,89.62,86.37
PR002164,PO002164,M011,EMP000059,487,482,5,5849,5,96.2,91.44
PR002165,PO002165,M014,EMP000199,292,288,4,4114,26,85.94,85.7
PR002166,PO002166,M018,EMP000057,242,238,4,4852,12,92.17,89.81
PR002167,PO002167,M003,EMP000264,426,421,5,7678,10,93.2,90.44
PR002168,PO002168,M005,EMP000206,365,361,4,5483,8,94.5,93.63
PR002169,PO002169,M008,EMP000168,361,354,7,5790,14,89.95,88.49
PR002170,PO002170,M010,EMP000259,485,481,4,5828,8,94.78,92.07
PR002171,PO002171,M013,EMP000271,302,298,4,4245,17,89.34,84.92
PR002172,PO002172,M017,EMP000280,260,254,6,5218,18,88.1,84.33
PR002173,PO002173,M001,EMP000065,395,388,7,7128,18,84.79,82.26
PR002174,PO002174,M004,EMP000396,354,349,5,5322,12,92.63,89.93
PR002175,PO002175,M007,EMP000007,341,334,7,5484,28,84.71,84.01
PR002176,PO002176,M012,EMP000348,460,456,4,5545,25,85.5,85.09
PR002177,PO002177,M015,EMP000247,291,288,3,4099,25,83.9,83.69
PR002178,PO002178,M016,EMP000336,255,251,4,5134,34,82.07,78.75
PR002179,PO002179,M002,EMP000118,371,367,4,6702,24,85.86,84.19
PR002180,PO002180,M006,EMP000223,347,343,4,5215,10,94.44,91.7
PR002181,PO002181,M007,EMP000007,343,336,7,5498,10,93.17,90.28
PR002182,PO002182,M012,EMP000120,419,415,4,5040,12,93.69,92.56
PR002183,PO002183,M015,EMP000066,285,281,4,4016,26,84.65,80.88
PR002184,PO002184,M017,EMP000104,254,249,5,5085,5,97.18,93.18
PR002185,PO002185,M003,EMP000311,442,435,7,7960,4,97.57,96.04
PR002186,PO002186,M005,EMP000165,328,323,5,4937,17,87.15,83.96
PR002187,PO002187,M009,EMP000131,384,378,6,6161,17,85.25,83.77
PR002188,PO002188,M012,EMP000279,417,413,4,5010,6,96.07,95.73
PR002189,PO002189,M013,EMP000405,334,331,3,4707,31,84.02,80.71
PR002190,PO002190,M017,EMP000261,275,270,5,5511,11,92.16,90.29
